result,topK,shrink,similarity
0.03372317652068925,83.0,621.0,tversky
0.04049782607241385,137.0,208.0,jaccard
0.0419802507040164,140.0,374.0,jaccard
0.04457097929305957,102.0,189.0,tversky
0.0460961478003182,52.0,332.0,tversky
0.0443113911575757,124.0,524.0,tversky
0.047758783224858145,29.0,198.0,jaccard
0.04630784263885647,74.0,378.0,jaccard
0.04556875854241888,117.0,139.0,jaccard
0.045489797033200184,129.0,211.0,jaccard
0.049677333404681015,10.0,506.0,jaccard
