result,topK,l1_ratio,alpha
0.018272710605406292,425.0,6.796499604599277e-05,0.6436682568690753
0.02098395826584583,606.0,4.626701411465976e-05,0.11393574353005559
0.006268466778245674,881.0,0.004964055481157354,0.32874330761754095
0.01110153916063813,389.0,0.0007750479468993968,0.8458688311052315
0.004528483020192168,247.0,0.0032981086133295552,0.634279059903567
0.019228266835834784,410.0,1.029383176181538e-05,0.5270381268164381
0.028395620748298427,387.0,1.5640376016036053e-05,0.008736571610664936
0.00017945326278659586,769.0,0.19141999770780052,0.4214041085230173
0.013502247327502936,15.0,0.0007836537944539452,0.6828221900830829
0.00017945326278659586,580.0,0.10840422854874443,0.6189534320776766
0.016966513920383248,142.0,0.014513713111641544,0.026626886267646643
0.027697143936939093,654.0,1.0762159355991949e-05,0.010656888952667143
0.019605219468739804,725.0,1.1598888902745981e-05,0.22802106080129259
0.02790051695281209,956.0,0.0001759539178387075,0.009789654686741998
0.018753138160026026,995.0,0.00018329867686945524,0.20493735137255528
0.019936918484324852,260.0,0.0002993252649946555,0.17560527808462367
0.018519579194111558,858.0,6.169699608144791e-05,0.33420315264608247
0.015502987438361985,492.0,0.0002613271241765565,0.9584638780143071
0.00017945326278659586,988.0,0.9369638385250506,0.10878081342420398
0.019925235305762456,315.0,4.101998993815384e-05,0.31487022964639805
0.02134665307922078,136.0,0.0007818782714477396,0.08781453759304403
0.0270578928661404,634.0,1.5279937873887006e-05,0.013128278328245396
0.02656724998200264,724.0,2.5247556946137674e-05,0.01500860405203432
0.020292260555015467,519.0,0.00012205740979738148,0.1487188465007399
0.01921382230140729,863.0,2.6233717239826932e-05,0.25245811496418574
0.0218260267069788,670.0,9.755519934619549e-05,0.07503786557633307
0.01652118314256944,512.0,0.00041243222661062237,0.4180969843997316
0.028606775051289675,785.0,2.680270651061613e-05,0.007651234350067528
0.0005130385487528351,920.0,0.02044292452458749,0.2657012675387805
0.019637672992477397,788.0,8.435326477518603e-05,0.17776371268093824
0.022063983596083594,925.0,2.8207338386900084e-05,0.06446006725645698
0.029344384380735524,789.0,1.6673539235805637e-05,0.006000546382289203
0.02072558646474439,806.0,4.217072529291999e-05,0.11233531506898714
0.020325977216283157,955.0,2.0991396688618307e-05,0.12907375633077892
0.02214870491847492,840.0,5.131628233752431e-05,0.0629257713305807
0.0325512712360066,734.0,0.00012146265227371838,0.0014665049349635376
0.020283023791527018,583.0,8.135113307421849e-05,0.15461324240465732
0.019745815786631978,719.0,0.001797447371594598,0.06390400846886807
0.01895297821509558,367.0,1.9302889162462997e-05,0.7408273276086803
0.019193720080624824,446.0,3.922718163555358e-05,0.3987079691053078
0.018472339200230375,701.0,1.0260265930427457e-05,0.5655626323728906
0.028135382923009645,906.0,0.000160048352333611,0.009050292897454496
0.021410941492998988,771.0,0.0017032429396390276,0.04417806608266307
0.019187018590505017,824.0,0.0004909922745817959,0.12612730463430874
0.02918402440341129,774.0,0.00016342752277232722,0.006340279990129394
0.02148313154626905,607.0,1.710353302436731e-05,0.09395806046395616
0.01952541797142134,751.0,6.231800597798747e-05,0.20737326837537265
0.030646710668393258,685.0,0.00012307304106372088,0.0037361675245038825
0.0012051625544397717,662.0,0.00828739599639411,0.47828911714101474
0.02064764199330513,696.0,0.0014124512004779711,0.0572695302593132
0.01564121720116659,767.0,0.00029538052504715466,0.7723835179291632
0.023897744349061913,556.0,3.319757767885574e-05,0.03754707264385745
0.021587641273440178,349.0,0.00015572092902344753,0.0996645194896994
0.03182544631609159,448.0,1.3793108531892051e-05,0.002258704293741193
0.023665898436093534,624.0,7.117933223861663e-05,0.039436792355622474
0.02805383575387743,809.0,1.37022173707623e-05,0.009382806698829217
0.01857927734585904,556.0,0.0005238901895253549,0.16350600744084617
0.02076968492423396,887.0,0.00011925200323498651,0.09958927074243018
0.029629260698987702,420.0,0.00025329127173670074,0.00556908777745766
0.0195483197908793,435.0,0.00023095633588758233,0.18849377511821058
0.0005130385487528351,475.0,0.04526554327563404,0.1342858860812294
0.03101646352985531,298.0,5.1208890449947916e-05,0.003361052026450242
0.017265604191412192,277.0,0.00011505691634371303,0.9894917370269232
0.024194451193175166,207.0,5.145461791468963e-05,0.043238609053526104
0.03135957914911889,311.0,0.00022114961130715192,0.002872530335753392
