result,factors,alpha,regularization
0.04793973426800887,1620.0,12.848834943026686,0.39867791536626407
0.04653096007330988,1857.0,1.4909358417478003,0.5786582027589765
0.04818166119282715,2113.0,16.622670411797113,0.2411845178565116
0.04875531943357298,2108.0,5.437944974187465,0.6516578272689889
0.048441147878356294,1928.0,4.392688451986775,0.42341466198333116
0.04781535327995338,1787.0,19.201734250312214,0.774116137570269
0.04801224868839553,1700.0,16.85839432589205,0.6856263950147187
0.04797591622686267,1679.0,12.692527451015806,0.17439513711597118
0.048267155633146375,2021.0,13.894886568165019,0.7973449206471607
0.04824323574070566,2135.0,16.12185898653977,0.4104904710375822
0.048912740776413735,2491.0,6.853300579600483,0.5901114724476016
0.048805163691171126,2466.0,6.8934470163930985,0.6170653734494409
0.04903989435826635,2509.0,8.194448980757322,0.5475440613233895
0.048750178930960966,2539.0,8.807929914653169,0.5420474929402946
0.04876505639948368,2342.0,9.757485281379925,0.5208799772864479
0.04148197535323385,2343.0,0.006526259943823831,0.26898153592338325
0.04862187038040222,2295.0,3.4893865518602096,0.499757572012471
0.04886909499951901,2439.0,7.451105919812596,0.7112785803413544
0.04853624215992376,2236.0,10.35113297456701,0.31646354740817206
0.04870914409683723,2549.0,11.054776000834003,0.4750411737120978
0.04860611442216816,2416.0,7.397848400338885,0.10459886618700798
0.048737699471789714,2445.0,7.317121185647187,0.7236255761463171
0.0487085131004203,2232.0,5.385962721543887,0.5998396367356811
0.048643089028464676,2407.0,8.726140604481284,0.7171056918708086
0.048465609580441396,2494.0,3.2023479267084696,0.6439022304842867
0.048875126255023355,2359.0,5.715992661911319,0.5577012082039989
0.04891331491626322,2244.0,5.9095999220077005,0.5551391781015578
0.04842380662523803,2257.0,3.1142380369927896,0.3469073026218443
0.04844108321794619,2172.0,11.28786636481863,0.4801889707151802
0.04862333304347469,1992.0,8.871717064355348,0.36904037774094145
0.048498284269458375,2317.0,12.969917228988209,0.4605894750275359
0.04880997977689764,2376.0,5.892355300685465,0.5573321733599919
