factors,iterations,regularization,alpha,result
985,423,0.3981815886193015,33.34662724483548,0.043865861979008394
995,450,0.5473707743825482,21.509977298708286,0.04446082471008549
995,460,0.4325922517124373,32.243075449916034,0.043885207704843505
