result,alpha
0.059304029021660834,0.29126618073263155
0.06126806468861749,0.8768724039190811
0.06115670463562454,0.5530220310253461
0.06136429107687909,0.8385649441649419
0.05522757092068416,0.0027165383712230984
0.06051041229560642,0.42742711749434303
0.0613095305868284,0.8600165952695068
0.06147656787933713,0.7375398426849475
0.06115095974974889,0.9143028988430978
0.05765359068335002,0.1592104654283638
0.061368614434206756,0.6253967040765113
0.06136215838174217,0.6228266333113133
0.06145891824480397,0.6839137113014568
0.06146947763419123,0.7607290025474157
0.0614695334110546,0.7567108050200249
0.06088034563219398,0.9841774856039305
0.060613081871873344,0.44284793978711867
0.06146838260870885,0.7208319592888538
0.06109284614160656,0.5355367731940655
0.06147033122169234,0.762144122144204
0.05946996303890689,0.30712841855787143
0.06146621095809599,0.7635974077202587
0.061450692413219585,0.7839530505225778
0.06141314494718547,0.6487997508710459
0.06083407840878363,0.9959182463598818
0.061268955028024596,0.5848863505474681
0.061431179998112186,0.7983485556243878
0.060806864655110614,0.4789511897244601
0.06147367262963068,0.7126386436505637
0.05970782593724248,0.32993313610318054
0.06146712645958854,0.6990266536142068
0.061468563866190276,0.7188203184201764
0.06115976835368855,0.9099447963674325
0.06138950667422457,0.8278121828562295
0.06113815557629585,0.9186206272020692
0.06125137466948179,0.5797959465047768
0.061448932469628556,0.6698339162212765
0.06132151213592859,0.8528206339737499
0.06147669344869272,0.7383448844804885
0.06027555910189031,0.39536862400209277
0.06099842032871526,0.5152099367662529
0.06146840196768001,0.7549346971511592
0.061409906181495735,0.8175957661114521
0.06134955130102937,0.6195139922316822
0.06121822163748516,0.8907150927326448
0.06146939042503219,0.7339659870856843
0.06144810308118757,0.669373304280939
0.05671297988366488,0.0945078830256123
0.06097307897456093,0.9626263644126256
0.06127830714694259,0.5881196988838328
0.06130174708313496,0.8641768422892941
0.06146934620033963,0.7593401522610944
0.061450932548503145,0.7822468727277598
0.06146741982410434,0.6994956580648876
0.06140688742572337,0.8140086698506819
0.06139184571343124,0.6345927884292333
0.061470616684167964,0.7294325144597761
0.06103752833896795,0.9452221942717527
0.06147822639346223,0.7399599601611663
0.06147123558409885,0.7123437629155
0.061427436898283096,0.6580486069267896
0.06147432348269435,0.7167439021729134
0.061466111230449205,0.7193711397550864
0.06133099710745119,0.6102992058799227
0.061157278131999206,0.5537235482130608
0.06146702028694247,0.6974709448874922
0.06147524348747806,0.7394599336238546
0.06141828494240546,0.8070684547633767
0.06144706695355155,0.7877337038925658
0.06137249231785945,0.8363329947555678
0.06146009413499204,0.6841373737285743
0.06146755535539068,0.7328823429604171
0.06147879852097141,0.7414857378820595
0.06140904823965745,0.6462717847816424
0.061465773471992405,0.767779292261877
0.06146575534131106,0.6914151584794671
0.061235191291113565,0.8856901978911089
0.06147646494992191,0.7380578813997698
0.06145031716160117,0.7818172159142496
0.061474195214103834,0.7436441132105338
0.061327924618560216,0.8501267617980288
0.06147192816533233,0.746906781744292
0.061446907954348776,0.668990036822387
0.061468640010534446,0.7486638150773346
0.061431547154599433,0.8002016772346424
0.06138591922478239,0.8305783157436305
0.06130464303950883,0.6011962520060932
0.06118653346346324,0.5640758380652522
0.0614740043111852,0.7165912264991401
0.06138961198832915,0.6336471166685631
0.061460420772786316,0.774826869185959
0.06147405625018815,0.7127039783416402
0.061475330074869584,0.739494953462542
0.05875185132465423,0.24264660547121447
0.06147389952210843,0.7456494848379716
0.06146872634790462,0.6902925760062977
0.06144116664703484,0.6654904417302318
0.061426577616172484,0.8039607247369135
0.061463638505055776,0.7651316264947496
0.0614730780702236,0.7358312418781159
