result,alpha
0.06033534560989091,0.5726711478953503
0.0607240349433758,0.9990296806718744
0.06098827082455211,0.6492808788791893
0.05656163474894836,0.3437949514752938
0.057154375614550425,0.37583750612476186
0.05091892030492785,0.09366673371564227
0.05396560846560668,0.2237426176467171
0.0582122377630152,0.431192530419111
0.04982841022347809,0.04918838389540048
0.0615608766613803,0.7976651540039968
0.0615075909091904,0.8681275642735462
0.06143669411389435,0.8863569312586519
0.061465109019679456,0.7560351687324095
0.061475675422576,0.7787933871950171
0.0613947584933663,0.8928812670989709
0.06132354842953045,0.6963766643120785
0.06002734132000697,0.5458409596144654
0.060891551114052686,0.9738237978454065
0.061505129354263645,0.8685622366807716
0.06155931700769253,0.7975147279850184
0.060799025411539434,0.622016374793634
0.06155027904311305,0.7961849682151344
0.061552053859889946,0.7945739941686548
0.061373070499912176,0.7030261114693385
0.061482405679411614,0.7717518037769521
0.05881166763657083,0.4628358307733839
0.0611901985966446,0.9344177264228758
0.06153648407904411,0.8284694164661347
0.06137645736760575,0.7047663850888497
0.05988493234068272,0.5340583641330191
0.060687392557807966,0.6077450433371281
0.061535560995946544,0.8120007092899875
0.06138331471559268,0.7398813255120729
0.06113418707371353,0.9429849961276435
0.060758321683309496,0.9920253500704957
0.06105030133980629,0.6578554515357824
0.06154425336178182,0.8287647625012873
0.05581017821746657,0.30490567751008135
0.06057179646686432,0.5956587052706157
0.06112906440845558,0.6646172921092517
0.061532414932539206,0.8072671496491612
0.06153678062506343,0.8300342243400484
0.06127988593011618,0.9157188150772746
0.06151285069911087,0.8522408097101941
0.06139265703003409,0.7188642613207729
0.06147086379618831,0.7820232012372643
0.05168551740591147,0.12641213253164607
0.06146965977475698,0.7556677535600845
0.061354083750837396,0.897374584824738
0.0611306374401597,0.9436569350508395
0.061528592164494064,0.8456765597790796
0.06154238712856285,0.8056103680839534
0.061529313462518276,0.7909879868634929
0.06136647402323577,0.736235587281533
0.061213222162019236,0.6720022781251808
0.06144995841666557,0.8843657301771323
0.0615121450087718,0.8518975316767323
0.06154111733188638,0.8019155867172135
0.06087587207941002,0.6313393389920479
0.061461600635007926,0.762154016988857
0.061267173470500674,0.6850105594932911
0.06154375837519327,0.8062310478173388
0.06136860335743421,0.7256020762808546
0.06150296211568681,0.8717074348582957
0.061533529767198156,0.8183402090392135
0.06094855929916872,0.9656782957668755
0.06126882788513474,0.9194788388745321
0.06027969417855469,0.5687995256231716
0.06146993290924841,0.7671721369654078
0.05916224523240766,0.4861409881588425
0.061378372653549736,0.7075840209997168
0.06154438825677552,0.8045082313734055
0.061533708140743555,0.8301954002711162
0.05728155372276519,0.3826892226768206
0.06148260857931948,0.7858012039349758
0.061414454277284605,0.8897141427488148
0.06154565582378267,0.8042258795261852
0.06139894358267543,0.7427644918399231
0.06153252307150119,0.8313157076194584
0.06098574572404974,0.6468405485509043
0.061499354510730665,0.8625951782126597
0.0615485421307145,0.8032538715771275
0.061480956394355024,0.7735826001855804
0.06130900875590986,0.9082545343072276
0.06141413431973721,0.747448632908494
0.06154067920186547,0.7994974945867426
0.06152258655018678,0.8362253225179114
0.061513110455586564,0.8705873200412858
0.04874577198955469,0.003285288750648818
0.06138783314046518,0.7204244898604151
0.055108889245634264,0.2729922383897523
0.06152409826598404,0.815572632858055
0.06154532137338502,0.8038106406059583
0.06130260180112499,0.6884978386922264
0.06147089835606267,0.7847253725892187
0.0615136589542385,0.8484026489477975
0.061470942949449235,0.7586378812595906
0.0612023123900479,0.9326547826954337
0.061548621283975306,0.7991985915465918
0.052617791200385046,0.1668654038347226
