result,alpha
0.05782048932322598,0.21121052426062592
0.05980981812587179,0.3731075231474956
0.05993097055275531,0.3941360768433869
0.060089328356709326,0.4248923540542153
0.05219891325917244,0.015692347023143483
0.06037737153202638,0.8238129351825279
0.053270983975364464,0.042703283757351884
0.06050122074394942,0.5242881637775566
0.060493530614472484,0.5147734141857077
0.06025933618284876,0.45506383522091465
0.06046365639011903,0.7494112964737658
0.06056975297493444,0.6968233599883056
0.06060769525771465,0.6449059336836828
0.060547874344754136,0.6772465862259905
0.060063514360183284,0.9820516008173805
0.06060583348383434,0.645474242625041
0.060202443940537344,0.9286074705537333
0.06062708000276302,0.6069488890654876
0.06060579892395986,0.5962769585996885
0.0588417848948799,0.2756814983207106
0.060366611147898944,0.8295726012077993
0.06065537227673599,0.6278438173557258
0.06056735385074836,0.5682858821798606
0.06043834072468546,0.7838861124144535
0.0606383732778574,0.6132625023208692
0.060573693915453385,0.571137024289834
0.05915977029946473,0.3057959203853116
0.06035246724058182,0.8656550984577107
0.06049584724089391,0.7369800084750919
0.060404819876162134,0.48246307821719125
0.06066013150589465,0.6182168091088279
0.06064058288015126,0.6129218512243937
0.060529028064845836,0.7229446123500977
0.060523978978675556,0.5364105264655694
0.05949004341165946,0.33872385446471026
0.060108514661188606,0.42776895413053007
0.056219198790625105,0.13545387971600897
0.06064995975446718,0.6283787176981134
0.05983661652140171,0.3792963899110291
0.06056829031186207,0.6639003132450049
0.0602880075006056,0.4631772250695496
0.06065799213818428,0.6186392778357991
0.060526263274891634,0.5315399517936568
0.060453362006879105,0.7887152348657962
0.06056496587490919,0.6995826720413639
0.06062245343892879,0.6397081938701021
0.06052348510692167,0.5512822104591044
0.060439567042809714,0.5011246945468504
0.06055653549521893,0.6887202757915218
0.06045461954037431,0.7686904436082571
0.060650237348297144,0.6240617118800402
0.06063637772381805,0.6116647254413804
0.06057627364285408,0.5788838858681561
0.06063886603477678,0.6342260576364827
0.060542103960559805,0.6728303956877257
0.060552782961757,0.712463094821695
0.060431020720314886,0.49668060303472156
0.06013646133641717,0.43506283338252705
0.060377049344809926,0.8266678175218887
0.06061145336534961,0.5935870044260229
0.060638170377949656,0.634158465593685
0.06062906106395194,0.6387612623748379
0.06053427336191559,0.5485626223732964
0.06048906458682936,0.7406684302537998
0.060659522806170874,0.617289309362487
0.060590775412096745,0.583273190961432
0.0605459178099278,0.6762214990430399
0.060628078894617396,0.6054132060675
0.060538480747918164,0.5573959600322748
0.06056602719750455,0.6648080229248646
0.06048776580445148,0.5129161362811936
0.06065371674726749,0.6246406455390123
0.060650237348297144,0.624049421604534
0.060550905580191466,0.7063375169962852
0.06045938768821022,0.7610223779791307
0.060591057465265566,0.6529195227057378
0.060362714800765965,0.47464240294331733
0.060586644949685624,0.5817266677729432
0.060649924079757986,0.6241979479137533
0.060528864184151,0.7218703508644796
0.060552901134230924,0.6872255297847897
0.06065320057882042,0.6243560185647231
0.06052762894734872,0.5550331010610732
0.06051138357669974,0.5262527352161941
0.060613986269694616,0.6016170386399363
0.0606037442836836,0.647497424066781
0.060432476694379775,0.7960503958465232
0.060578032851945775,0.5742860588960488
0.06065964766765267,0.6172850269047339
0.06055800038796062,0.667494476523605
0.060642010983349336,0.6141751263393094
0.060664285379833566,0.622977719931239
0.06051280276122045,0.5278581401798902
0.06060635522645461,0.5947908849137805
0.060504881860969396,0.7310383845312747
0.06057230037212994,0.6978565844034061
0.06059929720822934,0.6479565732144962
0.05348922177851594,0.047033528291713034
0.06065873907740571,0.6196575166473326
0.06055491564045933,0.5658948114289528
