result,alpha
0.05952740821008664,0.7551383802895948
0.05941037063792883,0.7429532102635861
0.05838212295734224,0.6344787823299306
0.053966480266309964,0.2993667658375585
0.053970395565631935,0.3002150936016247
0.05749475135842409,0.5575644975360587
0.05088146186038993,0.03757431166244918
0.05788166921963616,0.5909506893930958
0.05934215167548311,0.7335919421693203
0.05983047824177008,0.7954851800815174
0.060184812830407275,0.888858027288759
0.06002425657250578,0.9951088907200603
0.06015275241528745,0.971655315293614
0.06018183399219892,0.963908846654574
0.06019544054921031,0.8873118444149007
0.05497624064374827,0.37282578885194284
0.060103308383331784,0.8564740846233763
0.05566082381821767,0.42268089126189523
0.060067819851635784,0.837187808943144
0.0601945609446646,0.899660123264346
0.058786230454159726,0.6707926147973365
0.060208166386841316,0.8859061064558166
0.06024873187557387,0.9079561602219699
0.06022387217751563,0.9030271989213267
0.051761498962087295,0.11693431720121683
0.05886174043527442,0.6780434849375614
0.05688177178442465,0.511320220466075
0.059947728747347634,0.8129796259906665
0.060242741868951774,0.9128437589318703
0.05955928021814905,0.759048290492154
0.0602603517972232,0.9410902710694672
0.06026790703170636,0.9381323542909653
0.06027155365587559,0.9348248594268964
0.06003299799106604,0.9964801401394394
0.05935722869940972,0.7357095380253947
0.06026717570017015,0.9390309876304104
0.059815956405503634,0.7939307104555162
0.06019766798885893,0.9616467278548765
0.05265776694158335,0.19111291325708724
0.058898690515208144,0.686390210466677
0.05798821731248846,0.5991559498243582
0.06028004981081074,0.9272059079255991
0.06025604296126666,0.9424749201828643
0.06008568953638292,0.8539177694147744
0.06026630389946697,0.9402354086398033
0.059693014668992586,0.7782335239954145
0.06007232824299629,0.8389142357796607
0.060063294737755485,0.9881876863366548
0.060231825407972006,0.9484914057218737
0.05995813795855752,0.8195737704851191
0.06013514471668517,0.8589657468013767
0.060276472306390494,0.9339442481231531
0.06027505646637373,0.9313104622044998
0.06027234072914476,0.9212911809835566
0.06003859780555754,0.9957069850034799
0.06020175831722207,0.884958332000813
0.05915601665116875,0.7138269283624623
0.06008298048816181,0.8523665700423447
0.055444620588318734,0.4065297257825918
0.060263116587177326,0.9177641709938136
0.05967667342256272,0.772431479244533
0.060281057621342456,0.9320877696005746
0.060198598875798814,0.8848582006206267
0.06018797784600401,0.9632640397064476
0.060187644510440716,0.8715456450500181
0.06026261602641548,0.9180852770724267
0.059956055447414724,0.8144198484152139
0.06015227749572278,0.9730293192452282
0.06028501639921608,0.9242014366593713
0.060255175619902165,0.9154608440569096
0.05997269769920227,0.8255879172740282
0.06026871974617265,0.9291846441916229
0.06002838814975163,0.9979415664945557
0.060206887671487595,0.8866193725109283
0.06015769336249562,0.9698141159240418
0.050709353685753356,0.021471696966491094
0.05414962307440019,0.311877315288744
0.06026301736689267,0.9170864284132075
0.06017637576170889,0.8688405177627107
0.0598147579582453,0.7913624690214875
0.056416095313902,0.47659422483006697
0.060263155606390194,0.9282481864094887
0.060219160886247264,0.9547709260326572
0.06017691757135327,0.8967103838844799
0.06026070854431401,0.9376477360529357
0.060154003259774706,0.972906248940991
0.06006692463940482,0.8427863977106689
0.060187900922412434,0.8954181667486724
0.06016790301830143,0.8672542199915502
0.060264623843636005,0.9410464506544368
0.06015760306088826,0.9693255285527183
0.060278339654444124,0.9331743107806275
0.060254320541718816,0.9084301460592139
0.06027939986220468,0.9308812347998017
0.06010385911165331,0.9829937751191327
0.060220750640470826,0.9548315708080041
0.06008213321382117,0.8458868508083317
0.06002086858997755,0.9999307173872467
0.06018108816781188,0.8724181291175191
0.05248409799842431,0.17779817360350747
